entity_id,ontology_id,ontology_label,label,description,conceptual_layers,agent_layers,properties_json
contract.product.poi.v1,product_contract,产品契约,Fused Point-of-Interest Product,Fused Point-of-Interest Product 是图层产品契约，产品类型为 poi_multi_source_vector_fusion；覆盖 poi，适用灾种 generic，包含 8 个质量门和 6 类证据要求。,product_contract_and_delivery;validation_repair_and_evidence,perception;validation_policy,"{""component_contract_ids"": [], ""contract_id"": ""contract.product.poi.v1"", ""contract_name"": ""Fused Point-of-Interest Product"", ""degradation_policy"": {""allowed_states"": [""partially_satisfied"", ""degraded_but_usable""], ""degraded_layers_must_be_marked"": true, ""final_output_may_supersede_provisional"": true, ""provisional_delivery_allowed"": true}, ""delivery_policy"": {""machine_readable_artifacts"": [""product_contract.json"", ""planning_decision.json"", ""resource_regime.json"", ""quality_gate_result.json"", ""gap_declaration.json"", ""evidence_trace.json"", ""delivery_manifest.json""], ""provisional_outputs_must_be_marked"": true, ""supersession_must_be_recorded"": true}, ""disaster_types"": [""generic""], ""evidence_requirements"": [""source_provenance"", ""aoi_coverage"", ""geometry_validity"", ""quality_result"", ""duplicate_candidate_result"", ""category_conflict_result""], ""gap_declaration_policy"": {""gap_types"": [""skip"", ""data_absent"", ""source_unavailable"", ""quality_failed"", ""source_mismatch"", ""contract_not_satisfied""], ""required_for_unmet_requirements"": true, ""treat_as_product_output"": true}, ""layer_requirements"": [{""criticality"": ""required"", ""layer_kind"": ""poi"", ""output_requirement_id"": ""or.poi.fused.v1""}], ""metadata"": {""claim_state"": ""bounded_supported"", ""geometry_semantics"": ""points_of_interest"", ""ontology_scope"": ""layer_product"", ""runtime_role"": ""product_contract"", ""runtime_status"": ""runtime_candidate"", ""specification_ref"": ""docs/thesis/product_contract_spec.md""}, ""output_requirement_ids"": [""or.poi.fused.v1""], ""product_type"": ""poi_multi_source_vector_fusion"", ""qos_policy_ids"": [""qos.task.default.v1""], ""quality_gates"": [""source_materialized"", ""aoi_coverage_checked"", ""non_empty_or_justified_empty"", ""geometry_validity_checked"", ""minimum_attribute_set_checked"", ""provenance_recorded"", ""duplicate_candidate_rate_checked"", ""category_conflicts_checked""], ""repair_strategy_ids"": [""repair.source_fallback.v1""], ""response_phases"": [""preparedness"", ""rapid_response"", ""recovery""], ""satisfaction_states"": [""fully_satisfied"", ""partially_satisfied"", ""degraded_but_usable"", ""not_satisfied"", ""not_applicable"", ""source_mismatch""], ""scenario_profile_ids"": [""scenario.default.task""], ""task_bundle_ids"": [""task_bundle.direct_request""], ""task_ids"": [""task.poi.fusion""]}"
contract.product.road.v1,product_contract,产品契约,Fused Road Network Product,Fused Road Network Product 是图层产品契约，产品类型为 road_multi_source_vector_fusion；覆盖 road，适用灾种 generic、flood、earthquake、typhoon，包含 8 个质量门和 6 类证据要求。,product_contract_and_delivery;validation_repair_and_evidence,perception;validation_policy,"{""component_contract_ids"": [], ""contract_id"": ""contract.product.road.v1"", ""contract_name"": ""Fused Road Network Product"", ""degradation_policy"": {""allowed_states"": [""partially_satisfied"", ""degraded_but_usable""], ""degraded_layers_must_be_marked"": true, ""final_output_may_supersede_provisional"": true, ""provisional_delivery_allowed"": true}, ""delivery_policy"": {""machine_readable_artifacts"": [""product_contract.json"", ""planning_decision.json"", ""resource_regime.json"", ""quality_gate_result.json"", ""gap_declaration.json"", ""evidence_trace.json"", ""delivery_manifest.json""], ""provisional_outputs_must_be_marked"": true, ""supersession_must_be_recorded"": true}, ""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""evidence_requirements"": [""source_provenance"", ""aoi_coverage"", ""geometry_validity"", ""quality_result"", ""network_topology_result"", ""duplicate_line_result""], ""gap_declaration_policy"": {""gap_types"": [""skip"", ""data_absent"", ""source_unavailable"", ""quality_failed"", ""source_mismatch"", ""contract_not_satisfied""], ""required_for_unmet_requirements"": true, ""treat_as_product_output"": true}, ""layer_requirements"": [{""criticality"": ""required"", ""layer_kind"": ""road"", ""output_requirement_id"": ""or.road.fused.v1""}], ""metadata"": {""claim_state"": ""bounded_supported"", ""geometry_semantics"": ""road_centerlines"", ""ontology_scope"": ""layer_product"", ""runtime_role"": ""product_contract"", ""runtime_status"": ""runtime_candidate"", ""specification_ref"": ""docs/thesis/product_contract_spec.md""}, ""output_requirement_ids"": [""or.road.fused.v1""], ""product_type"": ""road_multi_source_vector_fusion"", ""qos_policy_ids"": [""qos.task.default.v1"", ""qos.scenario.flood.v1"", ""qos.scenario.earthquake.v1"", ""qos.scenario.typhoon.v1""], ""quality_gates"": [""source_materialized"", ""aoi_coverage_checked"", ""non_empty_or_justified_empty"", ""geometry_validity_checked"", ""minimum_attribute_set_checked"", ""provenance_recorded"", ""duplicate_line_rate_checked"", ""line_topology_checked""], ""repair_strategy_ids"": [""repair.source_fallback.v1"", ""repair.alternative_algorithm.v1""], ""response_phases"": [""preparedness"", ""rapid_response"", ""recovery""], ""satisfaction_states"": [""fully_satisfied"", ""partially_satisfied"", ""degraded_but_usable"", ""not_satisfied"", ""not_applicable"", ""source_mismatch""], ""scenario_profile_ids"": [""scenario.default.task"", ""scenario.flood.default"", ""scenario.earthquake.default"", ""scenario.typhoon.default""], ""task_bundle_ids"": [""task_bundle.direct_request"", ""task_bundle.flood.building_road"", ""task_bundle.earthquake.building_road"", ""task_bundle.typhoon.building_road""], ""task_ids"": [""task.road.fusion""]}"
contract.product.water_polygon.v1,product_contract,产品契约,Fused Polygonal Surface-Water Product,Fused Polygonal Surface-Water Product 是图层产品契约，产品类型为 water_polygon_multi_source_vector_fusion；覆盖 water_polygon，适用灾种 generic、flood、typhoon，包含 8 个质量门和 6 类证据要求。,product_contract_and_delivery;validation_repair_and_evidence,perception;validation_policy,"{""component_contract_ids"": [], ""contract_id"": ""contract.product.water_polygon.v1"", ""contract_name"": ""Fused Polygonal Surface-Water Product"", ""degradation_policy"": {""allowed_states"": [""partially_satisfied"", ""degraded_but_usable""], ""degraded_layers_must_be_marked"": true, ""final_output_may_supersede_provisional"": true, ""provisional_delivery_allowed"": true}, ""delivery_policy"": {""machine_readable_artifacts"": [""product_contract.json"", ""planning_decision.json"", ""resource_regime.json"", ""quality_gate_result.json"", ""gap_declaration.json"", ""evidence_trace.json"", ""delivery_manifest.json""], ""provisional_outputs_must_be_marked"": true, ""supersession_must_be_recorded"": true}, ""disaster_types"": [""generic"", ""flood"", ""typhoon""], ""evidence_requirements"": [""source_provenance"", ""aoi_coverage"", ""geometry_validity"", ""quality_result"", ""duplicate_or_sliver_result"", ""polygon_boundary_result""], ""gap_declaration_policy"": {""gap_types"": [""skip"", ""data_absent"", ""source_unavailable"", ""quality_failed"", ""source_mismatch"", ""contract_not_satisfied""], ""required_for_unmet_requirements"": true, ""treat_as_product_output"": true}, ""layer_requirements"": [{""criticality"": ""required"", ""layer_kind"": ""water_polygon"", ""output_requirement_id"": ""or.water.fused.v1""}], ""metadata"": {""claim_state"": ""bounded_supported"", ""geometry_semantics"": ""bounded_surface_water_polygons"", ""ontology_scope"": ""layer_product"", ""runtime_role"": ""product_contract"", ""runtime_status"": ""runtime_candidate"", ""specification_ref"": ""docs/thesis/product_contract_spec.md""}, ""output_requirement_ids"": [""or.water.fused.v1""], ""product_type"": ""water_polygon_multi_source_vector_fusion"", ""qos_policy_ids"": [""qos.task.default.v1"", ""qos.scenario.flood.v1"", ""qos.scenario.typhoon.v1""], ""quality_gates"": [""source_materialized"", ""aoi_coverage_checked"", ""non_empty_or_justified_empty"", ""geometry_validity_checked"", ""minimum_attribute_set_checked"", ""provenance_recorded"", ""duplicate_or_sliver_rate_checked"", ""polygon_boundary_validity_checked""], ""repair_strategy_ids"": [""repair.source_fallback.v1""], ""response_phases"": [""preparedness"", ""rapid_response"", ""recovery""], ""satisfaction_states"": [""fully_satisfied"", ""partially_satisfied"", ""degraded_but_usable"", ""not_satisfied"", ""not_applicable"", ""source_mismatch""], ""scenario_profile_ids"": [""scenario.default.task"", ""scenario.flood.default"", ""scenario.typhoon.default""], ""task_bundle_ids"": [""task_bundle.direct_request""], ""task_ids"": [""task.water.fusion""]}"
contract.product.waterways.v1,product_contract,产品契约,Fused Linear Hydrography Product,Fused Linear Hydrography Product 是图层产品契约，产品类型为 waterways_multi_source_vector_fusion；覆盖 waterways，适用灾种 generic、flood、typhoon，包含 9 个质量门和 6 类证据要求。,product_contract_and_delivery;validation_repair_and_evidence,perception;validation_policy,"{""component_contract_ids"": [], ""contract_id"": ""contract.product.waterways.v1"", ""contract_name"": ""Fused Linear Hydrography Product"", ""degradation_policy"": {""allowed_states"": [""partially_satisfied"", ""degraded_but_usable""], ""degraded_layers_must_be_marked"": true, ""final_output_may_supersede_provisional"": true, ""provisional_delivery_allowed"": true}, ""delivery_policy"": {""machine_readable_artifacts"": [""product_contract.json"", ""planning_decision.json"", ""resource_regime.json"", ""quality_gate_result.json"", ""gap_declaration.json"", ""evidence_trace.json"", ""delivery_manifest.json""], ""provisional_outputs_must_be_marked"": true, ""supersession_must_be_recorded"": true}, ""disaster_types"": [""generic"", ""flood"", ""typhoon""], ""evidence_requirements"": [""source_provenance"", ""aoi_coverage"", ""geometry_validity"", ""quality_result"", ""line_topology_metrics"", ""connectivity_result""], ""gap_declaration_policy"": {""gap_types"": [""skip"", ""data_absent"", ""source_unavailable"", ""quality_failed"", ""source_mismatch"", ""contract_not_satisfied""], ""required_for_unmet_requirements"": true, ""treat_as_product_output"": true}, ""layer_requirements"": [{""criticality"": ""required"", ""layer_kind"": ""waterways"", ""output_requirement_id"": ""or.waterways.fused.v1""}], ""metadata"": {""claim_state"": ""bounded_supported"", ""geometry_semantics"": ""rivers_streams_canals_and_drains"", ""ontology_scope"": ""layer_product"", ""runtime_role"": ""product_contract"", ""runtime_status"": ""runtime_candidate"", ""specification_ref"": ""docs/thesis/product_contract_spec.md""}, ""output_requirement_ids"": [""or.waterways.fused.v1""], ""product_type"": ""waterways_multi_source_vector_fusion"", ""qos_policy_ids"": [""qos.task.default.v1"", ""qos.scenario.flood.v1"", ""qos.scenario.typhoon.v1""], ""quality_gates"": [""source_materialized"", ""aoi_coverage_checked"", ""non_empty_or_justified_empty"", ""geometry_validity_checked"", ""minimum_attribute_set_checked"", ""provenance_recorded"", ""zero_length_segments_checked"", ""endpoint_dangles_checked"", ""connectivity_checked""], ""repair_strategy_ids"": [""repair.source_fallback.v1"", ""repair.alternative_algorithm.v1""], ""response_phases"": [""preparedness"", ""rapid_response"", ""recovery""], ""satisfaction_states"": [""fully_satisfied"", ""partially_satisfied"", ""degraded_but_usable"", ""not_satisfied"", ""not_applicable"", ""source_mismatch""], ""scenario_profile_ids"": [""scenario.default.task"", ""scenario.flood.default"", ""scenario.typhoon.default""], ""task_bundle_ids"": [""task_bundle.direct_request""], ""task_ids"": [""task.waterways.fusion""]}"
qos.scenario.earthquake.v1,qos_policy,服务质量策略,Earthquake Default QoS,"Earthquake Default QoS，最大时延为 900 秒，最小成功率为 0.78；质量权重为 {""accuracy"": 0.4, ""freshness"": 0.15, ""speed"": 0.15, ""stability"": 0.3}。",product_contract_and_delivery;validation_repair_and_evidence,validation_policy,"{""max_latency_seconds"": 900, ""metadata"": {""claim_state"": ""runtime_supported"", ""profile_scope"": ""scenario.earthquake.default"", ""runtime_role"": ""qos_policy"", ""runtime_status"": ""runtime_candidate""}, ""min_success_rate"": 0.78, ""policy_id"": ""qos.scenario.earthquake.v1"", ""policy_name"": ""Earthquake Default QoS"", ""priority"": {""accuracy"": 0.4, ""freshness"": 0.15, ""speed"": 0.15, ""stability"": 0.3}}"
qos.scenario.flood.v1,qos_policy,服务质量策略,Flood Default QoS,"Flood Default QoS，最大时延为 900 秒，最小成功率为 0.75；质量权重为 {""accuracy"": 0.35, ""freshness"": 0.25, ""speed"": 0.15, ""stability"": 0.25}。",product_contract_and_delivery;validation_repair_and_evidence,validation_policy,"{""max_latency_seconds"": 900, ""metadata"": {""claim_state"": ""runtime_supported"", ""profile_scope"": ""scenario.flood.default"", ""runtime_role"": ""qos_policy"", ""runtime_status"": ""runtime_candidate""}, ""min_success_rate"": 0.75, ""policy_id"": ""qos.scenario.flood.v1"", ""policy_name"": ""Flood Default QoS"", ""priority"": {""accuracy"": 0.35, ""freshness"": 0.25, ""speed"": 0.15, ""stability"": 0.25}}"
qos.scenario.typhoon.v1,qos_policy,服务质量策略,Typhoon Default QoS,"Typhoon Default QoS，最大时延为 900 秒，最小成功率为 0.74；质量权重为 {""accuracy"": 0.3, ""freshness"": 0.3, ""speed"": 0.15, ""stability"": 0.25}。",product_contract_and_delivery;validation_repair_and_evidence,validation_policy,"{""max_latency_seconds"": 900, ""metadata"": {""claim_state"": ""runtime_supported"", ""profile_scope"": ""scenario.typhoon.default"", ""runtime_role"": ""qos_policy"", ""runtime_status"": ""runtime_candidate""}, ""min_success_rate"": 0.74, ""policy_id"": ""qos.scenario.typhoon.v1"", ""policy_name"": ""Typhoon Default QoS"", ""priority"": {""accuracy"": 0.3, ""freshness"": 0.3, ""speed"": 0.15, ""stability"": 0.25}}"
qos.task.default.v1,qos_policy,服务质量策略,Direct Task Default QoS,"Direct Task Default QoS，最大时延为 900 秒，最小成功率为 0.72；质量权重为 {""accuracy"": 0.35, ""freshness"": 0.2, ""speed"": 0.2, ""stability"": 0.25}。",product_contract_and_delivery;validation_repair_and_evidence,validation_policy,"{""max_latency_seconds"": 900, ""metadata"": {""claim_state"": ""runtime_supported"", ""profile_scope"": ""scenario.default.task"", ""runtime_role"": ""qos_policy"", ""runtime_status"": ""runtime_candidate""}, ""min_success_rate"": 0.72, ""policy_id"": ""qos.task.default.v1"", ""policy_name"": ""Direct Task Default QoS"", ""priority"": {""accuracy"": 0.35, ""freshness"": 0.2, ""speed"": 0.2, ""stability"": 0.25}}"
repair.alternative_algorithm.v1,repair_strategy,修复策略,Alternative Algorithm Fallback,Alternative Algorithm Fallback，针对原因码 primary_execution_failed、alternative_algorithm_succeeded；适用任务 task.building.fusion、task.road.fusion、task.waterways.fusion。,validation_repair_and_evidence,action_healing,"{""applies_to_task_ids"": [""task.building.fusion"", ""task.road.fusion"", ""task.waterways.fusion""], ""from_algorithm_id"": null, ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""repair_strategy"", ""runtime_status"": ""runtime_candidate"", ""strategy"": ""alternative_algorithm""}, ""reason_codes"": [""primary_execution_failed"", ""alternative_algorithm_succeeded""], ""strategy_id"": ""repair.alternative_algorithm.v1"", ""strategy_name"": ""Alternative Algorithm Fallback"", ""to_algorithm_id"": null}"
repair.source_fallback.v1,repair_strategy,修复策略,Alternative Source Fallback,Alternative Source Fallback，针对原因码 source_fallback_selected、fallback_when_no_safe_reuse_candidate；适用任务 task.building.fusion、task.road.fusion、task.water.fusion、task.waterways.fusion、task.poi.fusion。,validation_repair_and_evidence,action_healing,"{""applies_to_task_ids"": [""task.building.fusion"", ""task.road.fusion"", ""task.water.fusion"", ""task.waterways.fusion"", ""task.poi.fusion""], ""from_algorithm_id"": null, ""metadata"": {""claim_state"": ""runtime_supported"", ""runtime_role"": ""repair_strategy"", ""runtime_status"": ""runtime_candidate"", ""strategy"": ""alternative_source""}, ""reason_codes"": [""source_fallback_selected"", ""fallback_when_no_safe_reuse_candidate""], ""strategy_id"": ""repair.source_fallback.v1"", ""strategy_name"": ""Alternative Source Fallback"", ""to_algorithm_id"": null}"
scenario.default.task,scenario_profile,场景处境,Default Direct Task Profile,Default Direct Task Profile，适用灾种为 generic；激活任务 task.building.fusion、task.road.fusion、task.water.fusion、task.waterways.fusion、task.poi.fusion、task.vector.download；默认 QoS 为 qos.task.default.v1。,context_and_situation,perception,"{""activated_tasks"": [""task.building.fusion"", ""task.road.fusion"", ""task.water.fusion"", ""task.waterways.fusion"", ""task.poi.fusion"", ""task.vector.download""], ""disaster_types"": [""generic""], ""metadata"": {""claim_state"": ""runtime_supported"", ""default_task_bundle_id"": ""task_bundle.direct_request"", ""entry_mode"": ""task_driven"", ""output_requirement_ids"": [""or.building.fused.v1"", ""or.road.fused.v1"", ""or.water.fused.v1"", ""or.waterways.fused.v1"", ""or.poi.fused.v1""], ""runtime_role"": ""scenario_constraint"", ""runtime_status"": ""runtime_candidate""}, ""preferred_output_fields"": [""geometry""], ""profile_id"": ""scenario.default.task"", ""profile_name"": ""Default Direct Task Profile"", ""qos_policy_id"": ""qos.task.default.v1"", ""qos_priority"": {""accuracy"": 0.35, ""freshness"": 0.2, ""speed"": 0.2, ""stability"": 0.25}}"
scenario.earthquake.default,scenario_profile,场景处境,Earthquake Default Scenario,Earthquake Default Scenario，适用灾种为 earthquake；激活任务 task.building.fusion、task.road.fusion；默认 QoS 为 qos.scenario.earthquake.v1。,context_and_situation,perception,"{""activated_tasks"": [""task.building.fusion"", ""task.road.fusion""], ""disaster_types"": [""earthquake""], ""metadata"": {""claim_state"": ""runtime_supported"", ""default_task_bundle_id"": ""task_bundle.earthquake.building_road"", ""entry_mode"": ""scenario_driven"", ""output_requirement_ids"": [""or.building.fused.v1"", ""or.road.fused.v1""], ""runtime_role"": ""scenario_constraint"", ""runtime_status"": ""runtime_candidate""}, ""preferred_output_fields"": [""geometry"", ""confidence"", ""timestamp""], ""profile_id"": ""scenario.earthquake.default"", ""profile_name"": ""Earthquake Default Scenario"", ""qos_policy_id"": ""qos.scenario.earthquake.v1"", ""qos_priority"": {""accuracy"": 0.4, ""freshness"": 0.15, ""speed"": 0.15, ""stability"": 0.3}}"
scenario.flood.default,scenario_profile,场景处境,Flood Default Scenario,Flood Default Scenario，适用灾种为 flood；激活任务 task.building.fusion、task.road.fusion；默认 QoS 为 qos.scenario.flood.v1。,context_and_situation,perception,"{""activated_tasks"": [""task.building.fusion"", ""task.road.fusion""], ""disaster_types"": [""flood""], ""metadata"": {""claim_state"": ""runtime_supported"", ""default_task_bundle_id"": ""task_bundle.flood.building_road"", ""entry_mode"": ""scenario_driven"", ""output_requirement_ids"": [""or.building.fused.v1"", ""or.road.fused.v1""], ""runtime_role"": ""scenario_constraint"", ""runtime_status"": ""runtime_candidate""}, ""preferred_output_fields"": [""geometry"", ""confidence"", ""timestamp""], ""profile_id"": ""scenario.flood.default"", ""profile_name"": ""Flood Default Scenario"", ""qos_policy_id"": ""qos.scenario.flood.v1"", ""qos_priority"": {""accuracy"": 0.35, ""freshness"": 0.25, ""speed"": 0.15, ""stability"": 0.25}}"
scenario.typhoon.default,scenario_profile,场景处境,Typhoon Default Scenario,Typhoon Default Scenario，适用灾种为 typhoon；激活任务 task.building.fusion、task.road.fusion；默认 QoS 为 qos.scenario.typhoon.v1。,context_and_situation,perception,"{""activated_tasks"": [""task.building.fusion"", ""task.road.fusion""], ""disaster_types"": [""typhoon""], ""metadata"": {""claim_state"": ""runtime_supported"", ""default_task_bundle_id"": ""task_bundle.typhoon.building_road"", ""entry_mode"": ""scenario_driven"", ""output_requirement_ids"": [""or.building.fused.v1"", ""or.road.fused.v1""], ""runtime_role"": ""scenario_constraint"", ""runtime_status"": ""runtime_candidate""}, ""preferred_output_fields"": [""geometry"", ""confidence"", ""timestamp""], ""profile_id"": ""scenario.typhoon.default"", ""profile_name"": ""Typhoon Default Scenario"", ""qos_policy_id"": ""qos.scenario.typhoon.v1"", ""qos_priority"": {""accuracy"": 0.3, ""freshness"": 0.3, ""speed"": 0.15, ""stability"": 0.25}}"
task.building.fusion,task,任务,Building Fusion,Fuse multiple building vector sources into one output.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""fusion"", ""description"": ""Fuse multiple building vector sources into one output."", ""metadata"": {""claim_state"": ""runtime_supported"", ""input_data_types"": [""dt.building.bundle"", ""dt.building.source_set""], ""output_data_type"": ""dt.building.fused"", ""runtime_role"": ""core_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.building.fusion"", ""task_name"": ""Building Fusion""}"
task.clip.raster.by_tile,task,任务,Raster Clip By Tile,Reserved tiled raster clipping task for future building enrichment workflows.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""runtime"", ""description"": ""Reserved tiled raster clipping task for future building enrichment workflows."", ""metadata"": {""claim_state"": ""reservation_only"", ""input_data_types"": [""dt.raster.building_presence""], ""output_data_type"": ""dt.raster.building_presence"", ""runtime_role"": ""reserved_seam"", ""runtime_status"": ""reservation_only""}, ""task_id"": ""task.clip.raster.by_tile"", ""task_name"": ""Raster Clip By Tile""}"
task.enrich.building.height.reserved,task,任务,Enrich Building Height,Reserved seam for future raster-backed building height enrichment.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""enrichment"", ""description"": ""Reserved seam for future raster-backed building height enrichment."", ""metadata"": {""claim_state"": ""research_utility"", ""input_data_types"": [""dt.raster.building_height"", ""dt.building.conflict_optimized""], ""output_data_type"": ""dt.building.height_enriched"", ""runtime_role"": ""support_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.enrich.building.height.reserved"", ""task_name"": ""Enrich Building Height""}"
task.merge.building.tiles.reserved,task,任务,Merge Building Tiles,Reserved seam for future tile-level building artifact stitching.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""runtime"", ""description"": ""Reserved seam for future tile-level building artifact stitching."", ""metadata"": {""claim_state"": ""reservation_only"", ""input_data_types"": [""dt.partition.tile_manifest""], ""output_data_type"": ""dt.building.fused"", ""runtime_role"": ""reserved_seam"", ""runtime_status"": ""reservation_only""}, ""task_id"": ""task.merge.building.tiles.reserved"", ""task_name"": ""Merge Building Tiles""}"
task.partition.aoi,task,任务,AOI Partition,Reserved AOI partition task for future tiled execution workflows.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""runtime"", ""description"": ""Reserved AOI partition task for future tiled execution workflows."", ""metadata"": {""claim_state"": ""research_utility"", ""input_data_types"": [""dt.raw.vector""], ""output_data_type"": ""dt.partition.tile_manifest"", ""runtime_role"": ""support_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.partition.aoi"", ""task_name"": ""AOI Partition""}"
task.poi.fusion,task,任务,POI Fusion,Fuse multiple point-of-interest sources into one output.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""fusion"", ""description"": ""Fuse multiple point-of-interest sources into one output."", ""metadata"": {""claim_state"": ""bounded_supported"", ""input_data_types"": [""dt.poi.bundle""], ""output_data_type"": ""dt.poi.fused"", ""runtime_role"": ""core_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.poi.fusion"", ""task_name"": ""POI Fusion""}"
task.road.fusion,task,任务,Road Fusion,Fuse multiple road vector sources into one output.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""fusion"", ""description"": ""Fuse multiple road vector sources into one output."", ""metadata"": {""claim_state"": ""runtime_supported"", ""input_data_types"": [""dt.road.bundle"", ""dt.road.candidate""], ""output_data_type"": ""dt.road.fused"", ""runtime_role"": ""core_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.road.fusion"", ""task_name"": ""Road Fusion""}"
task.trajectory_to_road,task,任务,Trajectory To Road Candidate,Reserved seam for future trajectory-to-road candidate pretransform before road fusion.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""transform"", ""description"": ""Reserved seam for future trajectory-to-road candidate pretransform before road fusion."", ""metadata"": {""claim_state"": ""reservation_only"", ""input_data_types"": [""dt.trajectory.raw""], ""output_data_type"": ""dt.road.candidate"", ""runtime_role"": ""reserved_seam"", ""runtime_status"": ""reservation_only""}, ""task_id"": ""task.trajectory_to_road"", ""task_name"": ""Trajectory To Road Candidate""}"
task.vector.download,task,任务,Vector Data Download,Acquire vector data required by downstream fusion or enrichment tasks.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""acquisition"", ""description"": ""Acquire vector data required by downstream fusion or enrichment tasks."", ""metadata"": {""claim_state"": ""runtime_supported"", ""output_data_type"": ""dt.raw.vector"", ""runtime_role"": ""support_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.vector.download"", ""task_name"": ""Vector Data Download""}"
task.water.fusion,task,任务,Water Fusion,Fuse multiple water polygon sources into one output.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""fusion"", ""description"": ""Fuse multiple water polygon sources into one output."", ""metadata"": {""claim_state"": ""runtime_supported"", ""input_data_types"": [""dt.water.bundle""], ""output_data_type"": ""dt.water.fused"", ""runtime_role"": ""core_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.water.fusion"", ""task_name"": ""Water Fusion""}"
task.waterways.fusion,task,任务,Waterways Fusion,Fuse multiple waterways line sources into one output.,data_algorithm_task_capability,reasoning_planning,"{""category"": ""fusion"", ""description"": ""Fuse multiple waterways line sources into one output."", ""metadata"": {""claim_state"": ""runtime_supported"", ""input_data_types"": [""dt.waterways.bundle""], ""output_data_type"": ""dt.waterways.fused"", ""runtime_role"": ""core_task"", ""runtime_status"": ""runtime_candidate""}, ""task_id"": ""task.waterways.fusion"", ""task_name"": ""Waterways Fusion""}"
task_bundle.direct_request,task_bundle,任务编排包,Direct Task Request Bundle,Direct Task Request Bundle 编排 task.building.fusion、task.road.fusion、task.water.fusion、task.waterways.fusion、task.poi.fusion；目标输出要求为 由请求决定，声明 5 项数据需求。,context_and_situation,perception;reasoning_planning,"{""bundle_id"": ""task_bundle.direct_request"", ""bundle_name"": ""Direct Task Request Bundle"", ""data_need_ids"": [""dn.task.building.fusion.input"", ""dn.task.road.fusion.input"", ""dn.task.water.fusion.input"", ""dn.task.waterways.fusion.input"", ""dn.task.poi.fusion.input""], ""metadata"": {""claim_state"": ""runtime_supported"", ""entry_mode"": ""task_driven"", ""runtime_role"": ""task_bundle"", ""runtime_status"": ""runtime_candidate""}, ""output_requirement_id"": null, ""qos_policy_id"": ""qos.task.default.v1"", ""repair_strategy_ids"": [""repair.source_fallback.v1"", ""repair.alternative_algorithm.v1""], ""requested_tasks"": [""task.building.fusion"", ""task.road.fusion"", ""task.water.fusion"", ""task.waterways.fusion"", ""task.poi.fusion""], ""requires_disaster_profile"": false}"
task_bundle.earthquake.building_road,task_bundle,任务编排包,Earthquake Building And Road Bundle,Earthquake Building And Road Bundle 编排 task.building.fusion、task.road.fusion；目标输出要求为 or.building.fused.v1，声明 2 项数据需求。,context_and_situation,perception;reasoning_planning,"{""bundle_id"": ""task_bundle.earthquake.building_road"", ""bundle_name"": ""Earthquake Building And Road Bundle"", ""data_need_ids"": [""dn.task.building.fusion.input"", ""dn.task.road.fusion.input""], ""metadata"": {""claim_state"": ""runtime_supported"", ""entry_mode"": ""scenario_driven"", ""runtime_role"": ""task_bundle"", ""runtime_status"": ""runtime_candidate"", ""scenario_profile_id"": ""scenario.earthquake.default""}, ""output_requirement_id"": ""or.building.fused.v1"", ""qos_policy_id"": ""qos.scenario.earthquake.v1"", ""repair_strategy_ids"": [""repair.source_fallback.v1"", ""repair.alternative_algorithm.v1""], ""requested_tasks"": [""task.building.fusion"", ""task.road.fusion""], ""requires_disaster_profile"": true}"
task_bundle.flood.building_road,task_bundle,任务编排包,Flood Building And Road Bundle,Flood Building And Road Bundle 编排 task.building.fusion、task.road.fusion；目标输出要求为 or.building.fused.v1，声明 2 项数据需求。,context_and_situation,perception;reasoning_planning,"{""bundle_id"": ""task_bundle.flood.building_road"", ""bundle_name"": ""Flood Building And Road Bundle"", ""data_need_ids"": [""dn.task.building.fusion.input"", ""dn.task.road.fusion.input""], ""metadata"": {""claim_state"": ""runtime_supported"", ""entry_mode"": ""scenario_driven"", ""runtime_role"": ""task_bundle"", ""runtime_status"": ""runtime_candidate"", ""scenario_profile_id"": ""scenario.flood.default""}, ""output_requirement_id"": ""or.building.fused.v1"", ""qos_policy_id"": ""qos.scenario.flood.v1"", ""repair_strategy_ids"": [""repair.source_fallback.v1"", ""repair.alternative_algorithm.v1""], ""requested_tasks"": [""task.building.fusion"", ""task.road.fusion""], ""requires_disaster_profile"": true}"
